wdir,station_id,lat,lon,date
312.0,72281,32.8167,-115.65,2017-04-16
269.8,72281,32.8167,-115.65,2017-04-23
290.6666666666667,72281,32.8167,-115.65,2017-04-30
226.0,72281,32.8167,-115.65,2017-05-07
216.16666666666666,72281,32.8167,-115.65,2017-05-14
264.4,72281,32.8167,-115.65,2017-05-21
261.8,72281,32.8167,-115.65,2017-05-28
154.25,72281,32.8167,-115.65,2017-06-04
224.0,72281,32.8167,-115.65,2017-06-11
224.5,72281,32.8167,-115.65,2017-06-18
154.0,72281,32.8167,-115.65,2017-06-25
182.57142857142858,72281,32.8167,-115.65,2017-07-02
147.5,72281,32.8167,-115.65,2017-07-09
155.0,72281,32.8167,-115.65,2017-07-16
121.25,72281,32.8167,-115.65,2017-07-23
126.25,72281,32.8167,-115.65,2017-07-30
143.25,72281,32.8167,-115.65,2017-08-06
160.0,72281,32.8167,-115.65,2017-08-13
252.0,72281,32.8167,-115.65,2017-08-20
110.66666666666667,72281,32.8167,-115.65,2017-08-27
139.8,72281,32.8167,-115.65,2017-09-03
181.25,72281,32.8167,-115.65,2017-09-10
247.25,72281,32.8167,-115.65,2017-09-17
272.8333333333333,72281,32.8167,-115.65,2017-09-24
260.85714285714283,72281,32.8167,-115.65,2017-10-01
290.0,72281,32.8167,-115.65,2017-10-08
269.5,72281,32.8167,-115.65,2017-10-15
254.4,72281,32.8167,-115.65,2017-10-22
266.75,72281,32.8167,-115.65,2017-10-29
278.5,72281,32.8167,-115.65,2017-11-05
128.0,72281,32.8167,-115.65,2017-11-12
282.0,72281,32.8167,-115.65,2017-11-19
287.0,72281,32.8167,-115.65,2017-11-26
273.3333333333333,72281,32.8167,-115.65,2017-12-03
306.3333333333333,72281,32.8167,-115.65,2017-12-10
291.5,72281,32.8167,-115.65,2017-12-17
233.5,72281,32.8167,-115.65,2017-12-24
282.0,72281,32.8167,-115.65,2017-12-31
255.0,72281,32.8167,-115.65,2018-01-07
257.8,72281,32.8167,-115.65,2018-01-21
280.2857142857143,72281,32.8167,-115.65,2018-01-28
293.0,72281,32.8167,-115.65,2018-02-04
197.33333333333334,72281,32.8167,-115.65,2018-02-11
242.0,72281,32.8167,-115.65,2018-02-18
264.6666666666667,72281,32.8167,-115.65,2018-02-25
258.75,72281,32.8167,-115.65,2018-03-04
310.25,72281,32.8167,-115.65,2018-03-11
255.0,72281,32.8167,-115.65,2018-03-18
274.0,72281,32.8167,-115.65,2018-03-25
270.0,72281,32.8167,-115.65,2018-04-01
223.0,72281,32.8167,-115.65,2018-04-08
267.5,72281,32.8167,-115.65,2018-04-15
255.8,72281,32.8167,-115.65,2018-04-22
228.57142857142858,72281,32.8167,-115.65,2018-04-29
252.4,72281,32.8167,-115.65,2018-05-06
205.71428571428572,72281,32.8167,-115.65,2018-05-13
249.5,72281,32.8167,-115.65,2018-05-20
234.4,72281,32.8167,-115.65,2018-05-27
226.0,72281,32.8167,-115.65,2018-06-03
207.2,72281,32.8167,-115.65,2018-06-10
172.4,72281,32.8167,-115.65,2018-06-17
106.0,72281,32.8167,-115.65,2018-06-24
186.5,72281,32.8167,-115.65,2018-07-01
199.0,72281,32.8167,-115.65,2018-07-08
143.5,72281,32.8167,-115.65,2018-07-15
